                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     95,                  1.079,                0.76758,                 1.3676,                 1.1125,                0.81474,                  1.353,                0.84833,                0.86367,                0.91629,                 0.6489,                 1.0463,                0.68127,                  1.328,                 1.0679,                0.63492,                 1.2377,             0.00077116,             0.00077116,             0.00077116
                     96,                 1.0795,                0.77206,                 1.3561,                 1.1163,                0.82245,                 1.3455,                0.83369,                 0.8675,                0.91177,                0.65456,                 1.0718,                0.71891,                 1.2912,                 1.1165,                0.69754,                 1.2314,             0.00076409,             0.00076409,             0.00076409
                     97,                  1.062,                0.77934,                 1.3476,                 1.0988,                0.82475,                 1.3387,                0.87656,                0.83692,                0.91929,                0.66469,                0.98799,                0.65715,                 1.2562,                0.99918,                0.62588,                 1.1712,             0.00075701,             0.00075701,             0.00075701
                     98,                 1.0553,                0.76293,                 1.3415,                 1.0937,                0.81274,                 1.3307,                0.86737,                0.85601,                 0.9213,                0.65905,                 1.0087,                0.65696,                  1.282,                 1.0326,                0.61362,                    1.2,             0.00074994,             0.00074994,             0.00074994
                     99,                 1.0697,                0.76497,                 1.3515,                 1.1098,                0.80388,                 1.3449,                0.84839,                0.87845,                0.92317,                0.66621,                0.98971,                0.66503,                 1.2841,                 1.0176,                0.62051,                 1.1999,             0.00074287,             0.00074287,             0.00074287
                    100,                 1.0723,                0.76197,                  1.356,                 1.1138,                0.81214,                 1.3505,                 0.8607,                  0.872,                0.92102,                0.66724,                 1.0112,                0.66308,                 1.2652,                 1.0197,                0.62853,                 1.1878,             0.00073579,             0.00073579,             0.00073579
                    101,                  1.057,                0.74933,                  1.343,                  1.095,                0.78585,                 1.3319,                0.85403,                0.88774,                0.92066,                0.67236,                0.97935,                0.64813,                 1.2625,                0.99239,                0.61206,                 1.1797,             0.00072872,             0.00072872,             0.00072872
                    102,                 1.0644,                0.75925,                 1.3506,                 1.1029,                0.80109,                 1.3413,                0.87398,                0.85437,                0.91402,                0.65908,                0.99643,                0.66847,                 1.2947,                 1.0145,                0.63855,                 1.2152,             0.00072164,             0.00072164,             0.00072164
                    103,                 1.0629,                0.76948,                 1.3483,                 1.1081,                0.82015,                 1.3429,                 0.8336,                 0.8444,                0.91704,                0.65666,                 1.0066,                0.67869,                  1.277,                 1.0309,                0.64351,                 1.2037,             0.00071457,             0.00071457,             0.00071457
                    104,                 1.0533,                0.75222,                  1.345,                 1.0909,                0.79795,                 1.3378,                0.86359,                0.89998,                 0.9311,                0.68326,                0.98397,                0.65159,                  1.252,                 1.0073,                0.60648,                 1.1797,              0.0007075,              0.0007075,              0.0007075
                    105,                 1.0613,                0.75474,                 1.3424,                 1.1007,                0.79399,                 1.3341,                 0.8407,                0.87688,                 0.9229,                 0.6806,                0.97635,                0.63983,                 1.2563,                0.99733,                0.58869,                 1.1779,             0.00070042,             0.00070042,             0.00070042
                    106,                  1.048,                0.75826,                 1.3396,                 1.0876,                0.80295,                 1.3323,                0.84655,                0.88276,                0.91842,                0.66231,                 1.0278,                0.66755,                 1.2718,                  1.062,                0.63148,                 1.2177,             0.00069335,             0.00069335,             0.00069335
                    107,                 1.0636,                0.76437,                 1.3457,                 1.1002,                0.80997,                 1.3298,                0.86306,                0.80795,                0.90673,                0.65576,                0.99968,                0.66919,                 1.2884,                 1.0128,                0.64743,                 1.1958,             0.00068628,             0.00068628,             0.00068628
                    108,                 1.0535,                0.75805,                 1.3494,                 1.0937,                0.80417,                 1.3377,                0.85445,                0.86103,                0.92373,                0.65361,                 1.0059,                0.66692,                 1.3019,                 1.0175,                0.63897,                 1.2106,              0.0006792,              0.0006792,              0.0006792
                    109,                 1.0551,                0.75868,                 1.3443,                 1.0964,                0.80064,                 1.3328,                 0.8801,                0.84549,                  0.918,                0.65886,                0.98739,                0.69183,                 1.2665,                 1.0067,                0.64775,                 1.1761,             0.00067213,             0.00067213,             0.00067213
                    110,                 1.0731,                0.76835,                 1.3488,                 1.1121,                0.80976,                  1.333,                0.85029,                 0.8879,                0.92793,                0.67515,                0.96625,                0.64516,                 1.2549,                0.98505,                0.59254,                 1.1671,             0.00066506,             0.00066506,             0.00066506
                    111,                 1.0556,                0.73804,                 1.3386,                 1.0979,                0.77262,                 1.3273,                0.87727,                0.88017,                0.92642,                0.67082,                0.96659,                 0.6729,                 1.2595,                0.99263,                0.64073,                 1.1777,             0.00065798,             0.00065798,             0.00065798
                    112,                 1.0497,                0.74443,                 1.3446,                 1.0885,                0.78862,                 1.3307,                0.88805,                0.82558,                0.92809,                0.67494,                0.96742,                0.63998,                 1.2487,                0.98685,                0.61302,                  1.173,             0.00065091,             0.00065091,             0.00065091
                    113,                 1.0454,                0.74953,                 1.3351,                 1.0907,                0.79394,                 1.3221,                0.82595,                0.86068,                0.90809,                0.65996,                0.99502,                0.68881,                 1.2777,                 1.0176,                0.65842,                 1.1867,             0.00064384,             0.00064384,             0.00064384
                    114,                 1.0451,                0.75573,                 1.3533,                 1.0837,                0.79924,                  1.341,                0.84805,                0.87157,                0.92084,                0.68107,                 0.9583,                0.63993,                 1.2448,                0.97295,                0.60785,                 1.1623,             0.00063676,             0.00063676,             0.00063676
                    115,                 1.0506,                0.75969,                  1.342,                 1.0899,                0.79964,                 1.3315,                0.87625,                0.86004,                0.92654,                0.67524,                 1.0207,                0.65316,                 1.2581,                 1.0562,                0.61074,                  1.188,             0.00062969,             0.00062969,             0.00062969
                    116,                 1.0356,                0.73416,                 1.3277,                 1.0768,                0.76989,                  1.316,                0.83314,                 0.8757,                 0.9183,                 0.6655,                 0.9845,                0.64463,                 1.2468,                 1.0009,                0.61566,                 1.1628,             0.00062262,             0.00062262,             0.00062262
                    117,                 1.0439,                 0.7343,                 1.3301,                 1.0906,                0.77061,                  1.323,                0.82682,                0.85323,                0.90979,                0.65917,                0.99882,                0.67065,                  1.242,                 1.0242,                0.64478,                  1.173,             0.00061554,             0.00061554,             0.00061554
                    118,                 1.0287,                 0.7351,                 1.3257,                 1.0673,                0.77187,                 1.3167,                0.84834,                0.86018,                0.92114,                0.66742,                0.99031,                0.65737,                 1.2413,                 1.0115,                0.62889,                 1.1706,             0.00060847,             0.00060847,             0.00060847
                    119,                 1.0452,                0.73549,                 1.3365,                 1.0852,                0.78127,                  1.331,                0.85253,                0.85843,                0.91986,                0.67346,                0.97616,                0.63432,                 1.2258,                 0.9967,                0.59109,                 1.1675,             0.00060139,             0.00060139,             0.00060139
                    120,                  1.038,                0.72513,                 1.3289,                 1.0791,                0.75893,                 1.3208,                0.88139,                0.84274,                0.92845,                0.68223,                0.96414,                0.63712,                   1.25,                0.98837,                0.60571,                 1.1768,             0.00059432,             0.00059432,             0.00059432
                    121,                 1.0273,                0.72946,                 1.3238,                  1.067,                0.77088,                 1.3193,                 0.8443,                0.88727,                0.93123,                0.67971,                0.95573,                0.62203,                  1.235,                0.97179,                0.59571,                 1.1617,             0.00058725,             0.00058725,             0.00058725
                    122,                  1.037,                 0.7294,                 1.3235,                 1.0767,                0.75974,                 1.3186,                0.87476,                 0.8618,                0.93338,                0.68348,                0.96089,                0.61885,                  1.214,                0.97974,                0.58071,                 1.1561,             0.00058017,             0.00058017,             0.00058017
                    123,                 1.0226,                0.73197,                 1.3254,                 1.0671,                0.76973,                 1.3228,                0.87091,                0.86781,                0.93077,                0.68532,                0.95533,                 0.6303,                 1.2151,                0.97583,                0.58451,                 1.1546,              0.0005731,              0.0005731,              0.0005731
                    124,                 1.0449,                  0.726,                 1.3214,                 1.0867,                 0.7677,                 1.3215,                0.90641,                0.83973,                0.92691,                0.65187,                 1.0056,                0.63569,                  1.239,                 1.0458,                0.60096,                 1.1873,             0.00056603,             0.00056603,             0.00056603
                    125,                 1.0269,                0.72115,                 1.3226,                 1.0715,                0.75623,                 1.3209,                 0.8555,                0.87146,                0.92647,                0.67737,                0.96772,                 0.6282,                 1.2266,                0.99125,                0.58213,                 1.1637,             0.00055895,             0.00055895,             0.00055895
                    126,                 1.0276,                0.72299,                 1.3288,                 1.0666,                0.76512,                 1.3219,                0.86539,                0.87404,                0.92941,                0.67826,                0.95778,                0.61381,                   1.23,                0.98006,                0.57918,                 1.1589,             0.00055188,             0.00055188,             0.00055188
                    127,                 1.0231,                  0.724,                 1.3186,                 1.0622,                0.76386,                 1.3172,                0.87756,                0.84239,                0.92712,                0.67998,                0.95417,                0.61286,                 1.2288,                 0.9713,                0.58541,                 1.1574,             0.00054481,             0.00054481,             0.00054481
                    128,                 1.0268,                0.71594,                 1.3189,                 1.0711,                0.75639,                 1.3163,                0.88808,                0.86957,                0.93527,                0.67851,                 1.0154,                0.63385,                 1.2457,                 1.0388,                0.58091,                 1.1812,             0.00053773,             0.00053773,             0.00053773
                    129,                 1.0195,                0.71537,                 1.3085,                 1.0641,                0.75653,                 1.3097,                0.86458,                0.87143,                0.92638,                 0.6611,                0.97106,                 0.6194,                 1.2145,                0.98965,                 0.5872,                 1.1527,             0.00053066,             0.00053066,             0.00053066
                    130,                 1.0171,                0.71757,                 1.3123,                 1.0518,                 0.7514,                 1.3078,                0.87762,                0.82649,                0.91605,                0.65154,                  1.008,                0.65667,                  1.251,                  1.037,                0.63073,                 1.1897,             0.00052359,             0.00052359,             0.00052359
                    131,                 1.0319,                0.71497,                 1.3213,                 1.0749,                0.74899,                 1.3229,                0.90337,                0.87781,                0.94147,                0.69062,                0.96106,                 0.6119,                 1.2168,                0.97161,                0.57154,                 1.1575,             0.00051651,             0.00051651,             0.00051651
                    132,                 1.0203,                 0.7231,                  1.315,                 1.0642,                0.76195,                 1.3153,                0.86992,                0.86819,                0.93725,                0.68998,                0.95136,                0.60802,                 1.2182,                0.96647,                0.56861,                 1.1584,             0.00050944,             0.00050944,             0.00050944
                    133,                 1.0144,                0.70584,                 1.3026,                  1.053,                0.73818,                 1.3018,                 0.8239,                0.88205,                 0.9214,                 0.6707,                0.96263,                0.63198,                 1.2351,                0.98637,                0.59947,                 1.1759,             0.00050236,             0.00050236,             0.00050236
                    134,                 1.0357,                0.72167,                 1.3326,                 1.0699,                0.75455,                 1.3264,                0.88148,                0.86617,                0.93418,                0.69107,                0.93241,                0.61418,                 1.2189,                0.94663,                0.57162,                 1.1515,             0.00049529,             0.00049529,             0.00049529
                    135,                 1.0333,                0.73955,                 1.3222,                  1.071,                0.77745,                  1.321,                0.89275,                0.86404,                0.93623,                0.68844,                0.94506,                0.60917,                 1.2098,                0.96517,                0.56855,                 1.1482,             0.00048822,             0.00048822,             0.00048822
                    136,                 1.0148,                0.71611,                 1.3118,                 1.0552,                 0.7456,                 1.3082,                0.87682,                0.87013,                0.93669,                0.68723,                0.94763,                0.61552,                 1.2065,                0.96495,                0.57068,                  1.143,             0.00048114,             0.00048114,             0.00048114
                    137,                  1.011,                0.71477,                 1.2999,                 1.0575,                0.75617,                 1.3015,                0.87011,                0.84851,                0.93013,                0.68249,                0.93889,                0.60922,                 1.1993,                0.96211,                0.56833,                 1.1481,             0.00047407,             0.00047407,             0.00047407
                    138,                 1.0191,                0.72109,                 1.3186,                 1.0608,                0.75842,                  1.317,                0.87513,                0.89965,                0.94028,                0.69359,                0.93607,                0.60632,                 1.2083,                0.95637,                0.56532,                 1.1434,               0.000467,               0.000467,               0.000467
                    139,                 1.0216,                0.70082,                 1.3132,                 1.0594,                0.73589,                 1.3114,                 0.8444,                0.88063,                0.92472,                0.68274,                0.93973,                0.61109,                 1.2104,                0.95505,                0.56011,                 1.1497,             0.00045992,             0.00045992,             0.00045992
                    140,                  1.007,                0.71262,                 1.2985,                 1.0486,                0.74434,                 1.2944,                0.90041,                0.86875,                0.93773,                0.68884,                  0.934,                0.60682,                 1.2068,                0.95683,                0.56625,                 1.1474,             0.00045285,             0.00045285,             0.00045285
                    141,                 1.0204,                0.71482,                 1.3037,                 1.0652,                0.75246,                    1.3,                0.87554,                0.89024,                0.93847,                0.69437,                0.93964,                0.59244,                 1.1937,                 0.9604,                0.54379,                 1.1414,             0.00044578,             0.00044578,             0.00044578
                    142,                  1.008,                0.71318,                  1.303,                 1.0475,                0.75244,                 1.3002,                  0.891,                 0.8765,                0.94348,                0.70107,                  0.929,                0.60077,                 1.1987,                0.94385,                0.56091,                 1.1411,              0.0004387,              0.0004387,              0.0004387
                    143,                 1.0161,                0.70121,                 1.3067,                 1.0574,                0.72798,                 1.3028,                0.89716,                0.86506,                0.94712,                  0.705,                0.91697,                 0.5889,                 1.1905,                0.93292,                 0.5412,                 1.1399,             0.00043163,             0.00043163,             0.00043163
                    144,                 1.0081,                0.70722,                 1.3043,                 1.0445,                0.73556,                  1.301,                0.85956,                0.88807,                0.92854,                0.68865,                0.93656,                0.62004,                 1.1978,                0.95262,                0.58852,                 1.1347,             0.00042456,             0.00042456,             0.00042456
                    145,                 1.0125,                0.71462,                 1.3062,                 1.0504,                0.74641,                 1.3035,                0.89838,                0.87874,                0.94579,                0.70436,                0.91723,                0.57754,                  1.189,                0.93611,                0.52861,                 1.1348,             0.00041748,             0.00041748,             0.00041748
                    146,                 1.0068,                0.70076,                 1.2955,                 1.0417,                0.73449,                 1.2911,                0.87848,                0.86064,                0.93946,                0.69999,                0.91751,                0.58906,                 1.1864,                0.93429,                0.55243,                 1.1292,             0.00041041,             0.00041041,             0.00041041
                    147,                 1.0035,                0.70362,                 1.2974,                 1.0457,                0.73962,                 1.2952,                0.89769,                0.89915,                 0.9449,                 0.7029,                0.92374,                0.60066,                 1.1992,                 0.9404,                0.55396,                 1.1421,             0.00040334,             0.00040334,             0.00040334
                    148,                 1.0013,                0.68716,                 1.2814,                 1.0428,                0.71785,                 1.2825,                0.88927,                0.88637,                0.93855,                0.70175,                0.92413,                0.59424,                 1.1773,                0.94035,                0.55996,                 1.1291,             0.00039626,             0.00039626,             0.00039626
                    149,                 1.0023,                 0.6962,                 1.2864,                 1.0467,                0.72694,                  1.287,                0.87437,                0.90996,                  0.945,                0.70111,                0.91708,                0.57316,                 1.1836,                0.93055,                0.52807,                 1.1305,             0.00038919,             0.00038919,             0.00038919
                    150,                 1.0033,                0.70653,                 1.3037,                 1.0412,                0.73592,                 1.2987,                0.87148,                 0.8732,                0.93485,                0.70148,                0.91731,                0.59583,                 1.1869,                0.93739,                0.55164,                 1.1293,             0.00038211,             0.00038211,             0.00038211
                    151,                 1.0107,                0.70108,                 1.2974,                 1.0456,                0.73822,                  1.294,                0.87357,                0.88337,                0.94036,                0.69864,                0.95035,                0.58954,                 1.1952,                0.97862,                0.53297,                 1.1489,             0.00037504,             0.00037504,             0.00037504
                    152,                0.99336,                0.69665,                 1.3017,                 1.0282,                0.73275,                 1.3012,                0.89892,                 0.8576,                0.93707,                0.69983,                0.90746,                0.57582,                 1.1804,                0.92721,                0.53316,                 1.1271,             0.00036797,             0.00036797,             0.00036797
                    153,                 0.9968,                0.68106,                 1.2871,                 1.0382,                0.70824,                 1.2853,                0.89848,                0.83792,                0.93626,                0.69413,                0.92175,                0.59448,                 1.1994,                0.94459,                0.55205,                 1.1498,             0.00036089,             0.00036089,             0.00036089
                    154,                 1.0056,                0.69597,                 1.2981,                 1.0451,                 0.7304,                 1.2984,                0.90973,                0.86681,                0.94535,                0.70363,                0.90975,                0.57545,                 1.1832,                0.93093,                0.52457,                 1.1315,             0.00035382,             0.00035382,             0.00035382
                    155,                  1.002,                0.70429,                 1.2969,                 1.0432,                0.73142,                 1.2978,                0.91496,                0.85229,                0.94854,                0.70995,                0.90095,                0.56944,                 1.1858,                0.92055,                0.52483,                 1.1348,             0.00034675,             0.00034675,             0.00034675
                    156,                0.98634,                0.68532,                 1.2917,                 1.0224,                0.70802,                 1.2896,                0.86267,                0.88824,                0.94332,                0.70222,                0.91287,                0.58505,                 1.1833,                0.92762,                0.54887,                 1.1323,             0.00033967,             0.00033967,             0.00033967
                    157,                0.98565,                0.68678,                 1.2858,                 1.0272,                0.72021,                 1.2873,                0.92789,                0.85097,                0.94711,                0.71203,                0.90175,                0.56096,                 1.1758,                0.92481,                0.51203,                  1.127,              0.0003326,              0.0003326,              0.0003326
                    158,                0.97934,                 0.6707,                 1.2833,                 1.0118,                0.70596,                 1.2797,                0.90246,                0.86093,                0.93866,                0.69584,                0.93947,                0.58625,                 1.1829,                0.96411,                0.53863,                 1.1372,             0.00032553,             0.00032553,             0.00032553
                    159,                 1.0175,                0.70736,                 1.3048,                  1.054,                0.73876,                    1.3,                0.84375,                0.90349,                0.94441,                 0.7041,                0.91356,                0.56918,                 1.1746,                0.93225,                0.52086,                 1.1269,             0.00031845,             0.00031845,             0.00031845
                    160,                 0.9839,                0.68732,                 1.2806,                 1.0198,                 0.7082,                 1.2788,                 0.8374,                 0.8827,                0.93053,                0.69923,                0.90581,                0.58253,                 1.1746,                0.92419,                0.54014,                 1.1246,             0.00031138,             0.00031138,             0.00031138
                    161,                0.98618,                0.67536,                 1.2859,                 1.0239,                0.70051,                 1.2847,                0.87145,                0.90508,                0.94559,                0.70888,                0.90041,                0.55988,                 1.1743,                0.91442,                0.51961,                  1.125,             0.00030431,             0.00030431,             0.00030431
                    162,                0.98623,                0.68868,                 1.2883,                 1.0216,                0.71095,                 1.2878,                0.92656,                0.86327,                 0.9503,                0.71259,                0.89833,                0.55484,                 1.1737,                0.91272,                0.50815,                 1.1139,             0.00029723,             0.00029723,             0.00029723
                    163,                0.96145,                0.66481,                 1.2712,                0.99483,                0.68154,                 1.2667,                0.90083,                0.89631,                0.95097,                 0.7145,                0.90215,                0.56225,                 1.1818,                0.92117,                0.51119,                 1.1256,             0.00029016,             0.00029016,             0.00029016
                    164,                0.98574,                0.67815,                 1.2768,                 1.0281,                0.70931,                  1.275,                0.88225,                0.87655,                0.93975,                0.70412,                0.92878,                0.57864,                  1.182,                0.95071,                0.53931,                 1.1333,             0.00028308,             0.00028308,             0.00028308
                    165,                0.98989,                0.69055,                 1.2883,                 1.0328,                 0.7176,                 1.2921,                0.88028,                0.89457,                0.94987,                0.71228,                0.90232,                0.55974,                  1.169,                0.92064,                0.52438,                 1.1237,             0.00027601,             0.00027601,             0.00027601
                    166,                0.98324,                0.67741,                 1.2717,                 1.0219,                 0.7022,                   1.27,                0.88457,                0.88658,                0.94689,                0.71662,                0.89029,                0.56597,                 1.1715,                 0.9107,                0.52387,                 1.1193,             0.00026894,             0.00026894,             0.00026894
                    167,                0.97268,                0.67096,                 1.2769,                  1.011,                0.69996,                 1.2743,                0.90583,                0.88988,                0.94951,                0.71647,                  0.891,                 0.5511,                  1.163,                 0.9077,                0.51291,                 1.1126,             0.00026186,             0.00026186,             0.00026186
                    168,                0.96779,                0.67147,                 1.2796,                 1.0069,                0.69549,                 1.2778,                0.87212,                0.90799,                0.94599,                0.71103,                0.90991,                0.55601,                 1.1762,                 0.9332,                0.51052,                 1.1259,             0.00025479,             0.00025479,             0.00025479
                    169,                0.97822,                0.67596,                 1.2824,                 1.0173,                0.69474,                 1.2773,                0.87643,                0.88905,                0.94984,                0.71272,                0.89518,                0.54707,                 1.1697,                0.91206,                0.50359,                 1.1169,             0.00024772,             0.00024772,             0.00024772
                    170,                0.97565,                0.67398,                 1.2727,                 1.0148,                0.70106,                 1.2745,                 0.8847,                0.86819,                0.94453,                0.71812,                0.88962,                0.54785,                 1.1744,                0.90648,                0.50382,                 1.1161,             0.00024064,             0.00024064,             0.00024064
                    171,                0.97882,                0.67651,                  1.285,                 1.0191,                0.70618,                 1.2851,                0.88832,                0.89786,                0.95124,                0.72124,                0.88226,                0.55317,                 1.1712,                0.89896,                0.50339,                 1.1147,             0.00023357,             0.00023357,             0.00023357
                    172,                0.98131,                 0.6802,                 1.2839,                 1.0225,                0.69924,                 1.2832,                0.87518,                0.91596,                0.94929,                0.71392,                0.90579,                0.54905,                 1.1649,                 0.9187,                0.50569,                 1.1197,              0.0002265,              0.0002265,              0.0002265
                    173,                0.97955,                0.66633,                 1.2744,                 1.0178,                0.70298,                 1.2758,                 0.8937,                0.87838,                0.94382,                0.71687,                0.87993,                0.54094,                 1.1616,                0.89636,                0.49992,                 1.1118,             0.00021942,             0.00021942,             0.00021942
                    174,                0.96525,                0.66785,                   1.27,                0.99849,                0.69181,                 1.2673,                0.91618,                0.86631,                0.95142,                0.71905,                0.88237,                0.55026,                 1.1798,                0.89616,                0.50775,                 1.1251,             0.00021235,             0.00021235,             0.00021235
                    175,                0.96395,                0.66605,                 1.2741,                 1.0057,                0.68176,                 1.2746,                0.83638,                0.94467,                0.94683,                0.71692,                0.88319,                0.53953,                  1.168,                0.89735,                0.50104,                 1.1155,             0.00020528,             0.00020528,             0.00020528
                    176,                0.98228,                0.66359,                 1.2791,                 1.0197,                0.69186,                 1.2771,                0.87032,                0.87936,                0.94306,                 0.7092,                0.89559,                0.55484,                 1.1614,                0.91757,                 0.5147,                 1.1117,              0.0001982,              0.0001982,              0.0001982
                    177,                0.96465,                0.66014,                 1.2732,                 1.0014,                0.69342,                 1.2714,                 0.9108,                0.87142,                0.95005,                0.72574,                 0.8751,                0.54022,                 1.1606,                 0.8918,                0.49398,                 1.1055,             0.00019113,             0.00019113,             0.00019113
                    178,                0.98008,                0.67677,                 1.2798,                 1.0182,                0.71212,                 1.2789,                0.88242,                0.89931,                0.94694,                0.71367,                 0.8933,                0.54272,                  1.162,                0.90577,                 0.4996,                 1.1117,             0.00018406,             0.00018406,             0.00018406
                    179,                0.95719,                0.66492,                  1.265,                0.99426,                0.69128,                 1.2668,                0.90236,                0.88616,                0.94773,                0.72044,                0.87823,                0.54141,                 1.1568,                0.89642,                 0.4989,                 1.1089,             0.00017698,             0.00017698,             0.00017698
                    180,                0.97503,                0.67746,                 1.2713,                 1.0186,                0.70409,                 1.2741,                0.85253,                0.92451,                0.94909,                0.72287,                 0.8728,                0.53961,                 1.1541,                0.88838,                0.49658,                 1.1057,             0.00016991,             0.00016991,             0.00016991
                    181,                0.96946,                0.66915,                 1.2681,                 1.0069,                0.69195,                 1.2649,                0.90316,                0.88717,                0.95499,                0.72894,                0.87613,                0.53263,                 1.1533,                0.89305,                0.48264,                 1.1112,             0.00016283,             0.00016283,             0.00016283
                    182,                0.96136,                0.66595,                 1.2658,                 1.0028,                0.69134,                 1.2655,                 0.8805,                0.89014,                0.94318,                0.70986,                0.89907,                 0.5561,                 1.1586,                0.91506,                0.50987,                 1.1104,             0.00015576,             0.00015576,             0.00015576
                    183,                  0.972,                0.66657,                 1.2727,                 1.0096,                0.68531,                   1.27,                0.89373,                 0.8857,                0.95259,                0.72051,                0.88478,                0.53953,                 1.1578,                0.89887,                0.48829,                 1.1099,             0.00014869,             0.00014869,             0.00014869
                    184,                0.95284,                0.67036,                 1.2614,                0.99118,                0.69788,                 1.2593,                 0.8863,                0.89277,                 0.9508,                 0.7268,                0.86522,                0.53355,                 1.1533,                 0.8758,                0.49338,                 1.0991,             0.00014161,             0.00014161,             0.00014161
                    185,                0.97971,                  0.675,                 1.2816,                 1.0149,                0.70319,                 1.2768,                0.85255,                0.91377,                0.95429,                0.72468,                0.87552,                0.52862,                 1.1623,                0.89034,                0.48511,                 1.1111,             0.00013454,             0.00013454,             0.00013454
                    186,                0.98055,                 0.6742,                 1.2806,                 1.0198,                 0.7041,                 1.2804,                0.91423,                0.88299,                0.95443,                0.73032,                0.86845,                0.52458,                 1.1518,                0.88773,                0.47965,                 1.1051,             0.00012747,             0.00012747,             0.00012747
                    187,                0.95927,                0.66249,                 1.2607,                0.99676,                0.68474,                 1.2605,                0.90373,                0.89093,                0.95331,                0.72869,                 0.8649,                0.52607,                 1.1591,                0.88156,                0.48808,                 1.1056,             0.00012039,             0.00012039,             0.00012039
                    188,                0.95946,                0.65437,                 1.2623,                0.99527,                 0.6798,                 1.2614,                 0.9034,                0.89789,                0.95466,                0.72692,                0.86374,                 0.5234,                 1.1569,                0.87938,                0.47668,                 1.1042,             0.00011332,             0.00011332,             0.00011332
                    189,                0.95941,                 0.6483,                 1.2683,                0.99599,                0.66762,                 1.2658,                0.88831,                0.88884,                0.95222,                0.72385,                0.86773,                0.52721,                 1.1586,                0.87895,                0.49266,                 1.1022,             0.00010625,             0.00010625,             0.00010625
                    190,                0.93712,                0.65535,                 1.2538,                0.97795,                0.67731,                 1.2531,                0.87861,                0.90604,                0.95211,                 0.7286,                0.86342,                 0.5285,                 1.1521,                0.87705,                0.48877,                 1.0988,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    191,                0.95077,                0.68706,                 1.2734,                0.98016,                0.67652,                 1.2626,                0.91734,                0.88155,                0.95458,                0.72269,                0.89076,                0.52913,                 1.1502,                0.90989,                0.47985,                 1.1109,             9.2099e-05,             9.2099e-05,             9.2099e-05
                    192,                0.93551,                 0.6435,                 1.2432,                0.96049,                0.63235,                 1.2398,                0.89959,                0.88627,                0.95168,                0.71954,                0.89285,                0.53325,                 1.1498,                0.91561,                0.47503,                 1.1123,             8.5026e-05,             8.5026e-05,             8.5026e-05
                    193,                0.91689,                  0.621,                  1.235,                0.94253,                0.61586,                 1.2296,                0.89102,                 0.8787,                0.95141,                0.72016,                0.87372,                0.54042,                 1.1487,                0.89085,                0.49339,                 1.1035,             7.7952e-05,             7.7952e-05,             7.7952e-05
                    194,                0.91435,                0.61031,                 1.2294,                0.93718,                0.59774,                 1.2213,                0.91069,                0.86922,                0.95395,                0.72412,                0.87234,                0.53599,                  1.148,                0.89008,                0.48064,                 1.0996,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    195,                0.90586,                0.60774,                 1.2217,                0.93629,                0.58854,                 1.2152,                0.91321,                0.88763,                0.95129,                0.72463,                0.87046,                0.53669,                 1.1465,                0.88859,                0.48601,                 1.1021,             6.3805e-05,             6.3805e-05,             6.3805e-05
                    196,                0.91314,                0.60862,                 1.2395,                0.93764,                0.59662,                 1.2314,                0.90862,                0.88668,                0.95364,                0.72814,                0.86493,                0.52992,                 1.1476,                0.88244,                0.48013,                 1.1019,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    197,                0.90522,                0.60897,                 1.2272,                 0.9262,                0.60286,                 1.2202,                0.91339,                0.87981,                 0.9559,                0.72852,                0.85765,                0.52757,                 1.1468,                0.87566,                0.47441,                 1.1015,             4.9658e-05,             4.9658e-05,             4.9658e-05
                    198,                0.89395,                0.59886,                 1.2172,                0.92242,                0.57744,                 1.2121,                0.92135,                 0.8724,                0.95565,                0.73104,                0.85412,                0.52907,                 1.1473,                0.87206,                0.47635,                 1.1021,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    199,                 0.8968,                0.59599,                 1.2216,                 0.9227,                0.57904,                 1.2105,                0.89646,                 0.9079,                0.95675,                0.73212,                0.85286,                0.52226,                 1.1433,                0.86945,                0.47335,                 1.1005,             3.5511e-05,             3.5511e-05,             3.5511e-05
                    200,                 0.9056,                0.60848,                 1.2262,                 0.9255,                0.58714,                 1.2143,                0.90471,                0.90807,                0.95684,                 0.7311,                0.85144,                0.51933,                 1.1438,                0.86905,                 0.4715,                  1.099,             2.8437e-05,             2.8437e-05,             2.8437e-05
